Unnamed: 0,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,target,song_title,artist,energy_dance,happy_dance,energy_loudness,acoustic_energy,dance_tempo,happiness_score,dancefloor_potential,chill_factor,energy_level,dance_category,tempo_category,mood,speech_to_music_ratio,energy_acoustic_ratio
833,0.0319,0.846,328962,0.472,0.0398,0,0.1,-9.13,0,0.0662,124.984,4.0,0.671,1,Ain't got nobody,Sísý Ey,0.39931199999999994,0.567666,-4.30936,0.015056799999999999,105.736464,0.7425499999999999,0.5892606295294082,0.27632531259530346,Medium,Very_Danceable,Fast,Happy,1.622549019607843,14.346504559270517
834,0.269,0.575,302987,0.641,0.0121,6,0.211,-8.105,0,0.0325,91.714,4.0,0.901,1,I Want'a Do Something Freaky To You,Leon Haywood,0.368575,0.518075,-5.195305,0.17242900000000003,52.735549999999996,0.6034999999999999,0.49058534726758113,0.28860546914709767,Medium,Moderate,Medium,Happy,2.480916030534351,2.374074074074074
835,0.000997,0.787,484853,0.916,0.811,0,0.0588,-8.542,0,0.047,116.007,4.0,0.507,1,I Got a Feeling,Shit Robot,0.7208920000000001,0.399009,-7.824472,0.0009132520000000001,91.297509,0.6465015000000001,0.7001431059687101,0.11204688045135709,High,Very_Danceable,Medium,Neutral,0.05788177339901478,458.6880320480721
836,0.304,0.614,218413,0.575,0.0116,5,0.108,-5.819,0,0.0285,150.009,4.0,0.284,1,Standard,Empress Of,0.35305,0.17437599999999998,-3.345925,0.17479999999999998,92.10552599999998,0.29699999999999993,0.5949080277440827,0.29903334349903427,Medium,Moderate,Very_Fast,Sad,2.261904761904762,1.8852459016393441
837,0.103,0.835,389508,0.481,0.81,8,0.113,-9.606,1,0.136,121.993,4.0,0.304,1,What I Might Do - Club Mix,Ben Pearce,0.40163499999999996,0.25384,-4.620486,0.049543,101.864155,0.518,0.5827796025006998,0.30186418623564093,Medium,Very_Danceable,Fast,Sad,0.16769420468557336,4.625
838,0.201,0.696,398747,0.852,0.00125,4,0.0736,-4.281,0,0.0373,128.28,4.0,0.971,1,Let's Lovedance Tonight - Danny Krivit Re-edit - Original Disco Version,Gary's Gang,0.592992,0.675816,-3.6474119999999997,0.17125200000000002,89.28287999999999,0.7329999999999999,0.6723345619109825,0.1567318288095964,High,Moderate,Fast,Happy,16.577777777777776,4.217821782178217
839,0.611,0.597,172667,0.71,0.0,5,0.104,-9.798,1,0.0378,150.13,4.0,0.767,1,Do You Love Me,The Contours,0.42386999999999997,0.457899,-6.95658,0.43381,89.62760999999999,0.37649999999999995,0.6344765792665857,0.39681600081325613,High,Moderate,Very_Fast,Happy,37.8,1.1601307189542482
840,0.0185,0.609,377893,0.664,0.0195,7,0.105,-9.116,0,0.0472,105.976,4.0,0.0944,1,Too Bad I Have To Destroy You Now,Kid Cudi,0.404376,0.057489599999999995,-6.053024,0.012284,64.539384,0.34245000000000003,0.5373099903579982,0.20771632611568566,Medium,Moderate,Medium,Sad,2.3024390243902437,34.05128205128205
841,0.737,0.571,176800,0.839,0.0281,3,0.195,-5.799,0,0.0517,127.356,4.0,0.813,1,Louie Louie,The Sonics,0.47906899999999997,0.46422299999999994,-4.865361,0.618343,72.72027599999998,0.32349999999999995,0.6245383502845946,0.355163362813866,High,Moderate,Fast,Happy,1.7766323024054984,1.1368563685636857
842,0.229,0.494,147893,0.666,5.69e-05,9,0.0469,-9.743,0,0.0351,140.832,4.0,0.704,1,Heart Full of Soul,The Yardbirds,0.329004,0.347776,-6.488838,0.152514,69.57100799999999,0.4845,0.5674017137880626,0.28359022059571004,Medium,Moderate,Very_Fast,Happy,33.210332103321036,2.8956521739130436
843,0.236,0.347,150627,0.638,0.0,2,0.0894,-10.258,1,0.0409,94.506,4.0,0.594,1,For Your Love,The Yardbirds,0.221386,0.20611799999999997,-6.544604,0.150568,32.793582,0.3525,0.4190128611862773,0.30049222323879227,Medium,Not_Danceable,Medium,Neutral,40.9,2.691983122362869
844,0.436,0.684,250000,0.486,9.77e-05,2,0.12,-12.521,1,0.0385,115.076,4.0,0.821,1,Sunshine Of Your Love,Cream,0.332424,0.5615640000000001,-6.085206,0.211896,78.711984,0.5345,0.5206666200118192,0.44083053776557896,Medium,Moderate,Medium,Happy,35.07333515532477,1.1121281464530892
845,0.000641,0.787,520311,0.679,0.912,7,0.0618,-12.377,1,0.0534,117.501,3.0,0.214,1,Taifa - The Emperor Machine Mix,Partial Arts,0.5343730000000001,0.168418,-8.403983,0.000435239,92.47328700000001,0.5001795000000001,0.6240473702217662,0.2299136768323676,Medium,Very_Danceable,Medium,Sad,0.058488499452354875,413.7720901889092
846,0.00254,0.696,502888,0.643,0.834,7,0.276,-10.124,1,0.0407,117.514,4.0,0.537,1,Taifa,Partial Arts,0.447528,0.373752,-6.5097320000000005,0.0016332200000000001,81.78974399999998,0.61523,0.5817393082641287,0.21964335264816506,Medium,Moderate,Medium,Neutral,0.04874251497005988,181.63841807909603
847,0.0043,0.894,376000,0.676,0.348,8,0.425,-9.707,1,0.0979,121.0,4.0,0.715,1,Make It,Patrick Di Stefano,0.6043440000000001,0.63921,-6.5619320000000005,0.0029068,108.174,0.80235,0.6655159248545924,0.2049909220290739,Medium,Very_Danceable,Fast,Happy,0.2805157593123209,127.54716981132076
848,0.00524,0.81,418187,0.547,0.854,10,0.101,-12.295,0,0.0558,120.752,4.0,0.817,1,Face It,Master C & J,0.4430700000000001,0.66177,-6.725365,0.00286628,97.80912000000001,0.81088,0.5940338247643931,0.27461308935651113,Medium,Very_Danceable,Fast,Happy,0.06526315789473684,87.66025641025642
849,0.0263,0.739,257600,0.878,0.407,6,0.0477,-5.464,0,0.0788,126.705,4.0,0.855,1,Mary-Mary (M&M Unreleased Mix) [feat. Dajae],Grand High Priest,0.648842,0.631845,-4.797392,0.0230914,93.634995,0.7838499999999999,0.6922728375478213,0.10185785300396459,High,Very_Danceable,Fast,Happy,0.1931372549019608,32.16117216117216
850,0.000173,0.641,262000,0.954,0.425,5,0.0535,-6.765,0,0.0589,122.79,4.0,0.827,1,Supernature - Edit,Cerrone,0.611514,0.530107,-6.45381,0.000165042,78.70839000000001,0.7339135,0.6773289322260583,0.08104109657415878,High,Moderate,Fast,Happy,0.13826291079812209,813.2992327365729
851,0.136,0.829,321067,0.65,2.15e-05,10,0.15,-9.691,1,0.06,108.398,4.0,0.744,1,I'll Be Good,Rene & Angela,0.5388499999999999,0.616776,-6.299150000000001,0.0884,89.861942,0.7184999999999999,0.6106849087120152,0.2573949374809393,Medium,Very_Danceable,Medium,Happy,58.73715124816446,4.744525547445256
852,0.00479,0.777,318470,0.671,0.0244,11,0.286,-7.803,0,0.0386,123.974,4.0,0.482,1,Defected In The House Ibiza 2013 Mixtape,Simon Dunmore,0.521367,0.374514,-5.235813,0.00321409,96.327798,0.6271049999999999,0.630630571366365,0.18746542746772388,Medium,Very_Danceable,Fast,Neutral,1.5196850393700787,115.88946459412782
853,0.271,0.567,336800,0.851,0.0,1,0.569,-5.897,1,0.484,80.935,4.0,0.598,1,"A Day In The Life - feat. RZA, The Mars Volta & AG + Good Hygiene feat. Tim Meadows Amended CD Version",Handsome Boy Modeling School,0.4825169999999999,0.339066,-5.018347,0.23062100000000002,45.890145,0.447,0.5369648222450313,0.1968262681711904,High,Moderate,Slow,Neutral,484.0,3.128676470588235
854,0.934,0.44,254360,0.433,0.811,2,0.273,-17.453,0,0.0412,79.952,4.0,0.217,1,Episode I - Duel of The Fates,John Williams,0.19052,0.09548,-7.557149,0.404422,35.17888,-0.1385,0.3533872507853566,0.6746344413947342,Medium,Moderate,Slow,Sad,0.05073891625615763,0.46310160427807484
855,0.813,0.745,132947,0.544,0.0,5,0.0975,-9.137,0,0.0654,125.345,4.0,0.776,1,Three Cool Cats,The Coasters,0.40528000000000003,0.57812,-4.970528000000001,0.442272,93.382025,0.354,0.5802957295262978,0.5127631391684456,Medium,Very_Danceable,Fast,Happy,65.39999999999999,0.6683046683046684
856,0.00113,0.616,200800,0.943,1.67e-06,1,0.346,-5.305,0,0.0444,129.963,4.0,0.802,1,Mercy,The Third Degree,0.580888,0.494032,-5.002615,0.00106559,80.05720799999999,0.708435,0.6792728997542845,0.07018483989021042,High,Moderate,Fast,Happy,44.32597562071341,442.72300469483565
857,0.557,0.462,176147,0.714,0.000881,1,0.0368,-8.772,1,0.0386,144.952,4.0,0.375,1,Do I Love You?,The Ronettes,0.329868,0.17325000000000002,-6.263208,0.397698,66.96782400000001,0.13999999999999996,0.5807441292650306,0.36705265833079187,High,Moderate,Very_Fast,Neutral,20.520999468367894,1.279569892473118
858,0.916,0.334,700027,0.265,0.837,2,0.168,-17.219,1,0.0477,113.12,4.0,0.0549,1,Night on Bald Mountain,Modest Mussorgsky,0.08851,0.0183366,-4.563035,0.24274,37.78208,-0.26355,0.32653091661223604,0.7222556673782657,Low,Not_Danceable,Medium,Sad,0.05692124105011934,0.2889858233369684
859,0.00325,0.686,280480,0.61,0.000123,5,0.0984,-7.952,0,0.0297,143.598,4.0,0.861,1,Akue We Non Houme - Jerk Fon,T. P. Orchestre Poly-Rythmo,0.41846,0.590646,-4.85072,0.0019825,98.50822800000002,0.7718750000000001,0.6181120182887002,0.20880011690556058,Medium,Moderate,Very_Fast,Happy,26.44701691896705,143.52941176470586
860,0.517,0.691,445227,0.714,0.0164,1,0.178,-9.694,1,0.046,91.045,4.0,0.96,1,Ecoute ma mélodie - Bossa Afro,T. P. Orchestre Poly-Rythmo,0.4933739999999999,0.66336,-6.9215160000000004,0.369138,62.912094999999994,0.567,0.5522848433952287,0.3630921012503812,High,Moderate,Medium,Happy,2.64367816091954,1.3783783783783783
861,0.292,0.592,265827,0.688,0.268,6,0.0508,-14.107,1,0.115,102.099,4.0,0.927,1,Ole,The Funkees,0.40729599999999994,0.548784,-9.705616,0.20089599999999996,60.442608,0.6135,0.532106621878013,0.34162000609942056,Medium,Moderate,Medium,Happy,0.4275092936802974,2.348122866894198
862,0.0164,0.653,373333,0.875,0.0311,9,0.377,-5.232,1,0.125,116.956,4.0,0.796,1,Greetings,Joni Haastrup,0.571375,0.519788,-4.578,0.014350000000000002,76.372268,0.7163,0.6436545830611801,0.09719941038934632,High,Moderate,Medium,Happy,3.8940809968847354,50.28735632183908
863,0.0314,0.86,304138,0.857,0.38,6,0.0694,-4.23,1,0.0933,121.999,4.0,0.826,1,5thep,Todd Osborn,0.73702,0.71036,-3.6251100000000003,0.026909799999999998,104.91914,0.8272999999999999,0.7164579328792261,0.09801337806241739,High,Very_Danceable,Fast,Happy,0.2448818897637795,26.450617283950617
864,0.0114,0.682,319760,0.78,0.735,7,0.0862,-9.948,1,0.0538,115.564,4.0,0.334,1,Cavern,Liquid Liquid,0.5319600000000001,0.22778800000000002,-7.759440000000001,0.008892,78.814648,0.5023,0.6189486019097384,0.17514085595201787,High,Moderate,Medium,Neutral,0.07309782608695653,62.90322580645161
865,0.0491,0.703,194147,0.464,0.0,6,0.146,-5.977,0,0.118,95.012,4.0,0.689,1,Your Love,Mick Jenkins,0.326192,0.48436699999999994,-2.7733280000000002,0.0227824,66.793436,0.67145,0.4806631675531088,0.25267285757853003,Medium,Very_Danceable,Medium,Happy,117.99999999999999,9.261477045908185
866,0.895,0.444,151092,0.412,0.64,0,0.145,-11.569,1,0.0465,184.012,3.0,0.364,1,Sleepwalk,Santo & Johnny,0.18292799999999998,0.161616,-4.766428,0.36874,81.701328,-0.04349999999999998,0.550008226804765,0.6088194571515707,Medium,Moderate,Very_Fast,Neutral,0.07254290171606864,0.45982142857142855
867,0.0624,0.476,309064,0.571,0.353,5,0.349,-7.223,0,0.055,141.221,5.0,0.419,1,What I Might Do - Kilter Remix,Ben Pearce,0.271796,0.19944399999999998,-4.124332999999999,0.03563039999999999,67.22119599999999,0.4163,0.5304912444402974,0.23410598759784484,Medium,Moderate,Very_Fast,Neutral,0.1553672316384181,9.006309148264984
868,0.000286,0.313,309524,0.872,2.26e-05,1,0.15,-5.058,0,0.0733,122.362,4.0,0.389,1,Waiting Around For Grace,Pond,0.272936,0.121757,-4.410576,0.00024939200000000003,38.299306,0.350857,0.5398302541134025,0.0910592450950493,High,Not_Danceable,Fast,Neutral,71.6800312927831,678.0715396578538
869,4.19e-05,0.636,326129,0.864,0.887,5,0.104,-9.618,0,0.044,123.972,4.0,0.611,1,Nobodys Fool - Ben Pearce Remix,Real Connoisseur,0.549504,0.388596,-8.309952000000001,3.62016e-05,78.846192,0.6234790499999999,0.6479600167957451,0.14000014131340857,High,Moderate,Fast,Neutral,0.04954954954954954,829.254247048661
870,0.0983,0.632,342173,0.586,0.581,0,0.0535,-11.333,1,0.0284,114.243,4.0,0.889,1,Smoke On The Water,Deep Purple,0.37035199999999996,0.561848,-6.641138,0.0576038,72.201576,0.7113499999999999,0.5350473080153028,0.2828536850665853,Medium,Moderate,Medium,Happy,0.048797250859106536,5.901309164149043
871,0.314,0.43,193427,0.734,0.000286,9,0.0808,-10.043,0,0.102,133.992,4.0,0.0537,1,Able to See Me,Hippie Sabotage,0.31562,0.023090999999999997,-7.371561999999999,0.230476,57.61655999999999,0.08485000000000001,0.555438415601381,0.29230659753990035,High,Moderate,Fast,Sad,79.31570762052877,2.3301587301587303
872,0.809,0.833,186567,0.684,0.0,7,0.0952,-6.325,1,0.043,112.7,4.0,0.954,1,Oogum Boogum Song,Brenton Wood,0.5697720000000001,0.7946819999999999,-4.326300000000001,0.5533560000000001,93.8791,0.48899999999999993,0.6317144567820597,0.4361771881671241,Medium,Very_Danceable,Medium,Happy,42.99999999999999,0.8444444444444444
873,0.723,0.688,427227,0.421,0.625,11,0.0734,-9.015,0,0.0445,138.0,4.0,0.63,1,The Gaudy Side of Town,Gayngs,0.28964799999999996,0.43344,-3.795315,0.30438299999999996,94.94399999999999,0.29750000000000004,0.544896441790302,0.5225229236555861,Medium,Moderate,Fast,Neutral,0.07108626198083066,0.5814917127071824
874,0.577,0.438,290587,0.404,0.759,4,0.0767,-11.815,0,0.0389,137.895,4.0,0.134,1,The Walker,Gayngs,0.176952,0.058692,-4.7732600000000005,0.233108,60.398010000000006,-0.0024999999999999467,0.455692326832758,0.5079868862458067,Medium,Moderate,Fast,Sad,0.05118421052631578,0.698961937716263
875,0.59,0.789,219129,0.698,0.802,7,0.11,-7.842,1,0.0304,120.961,4.0,0.713,1,Ultimate Painting,Ultimate Painting,0.5507219999999999,0.562557,-5.473716,0.41181999999999996,95.438229,0.456,0.637773444060838,0.373931889803802,Medium,Very_Danceable,Fast,Happy,0.03785803237858032,1.1810490693739424
876,0.156,0.819,214154,0.671,0.000136,5,0.2,-6.947,0,0.393,129.921,4.0,0.555,1,Agorinha,Sango,0.549549,0.45454500000000003,-4.661437,0.104676,106.40529899999999,0.6090000000000001,0.6561912537712669,0.22916692080918977,Medium,Very_Danceable,Fast,Neutral,345.9507042253521,4.273885350318472
877,0.887,0.366,210400,0.407,0.263,2,0.114,-10.047,1,0.0265,148.436,3.0,0.352,1,I'm Glad,Captain Beefheart & His Magic Band,0.14896199999999998,0.128832,-4.089129,0.36100899999999997,54.327576,-0.08450000000000002,0.4531835246182078,0.5923472603436006,Medium,Not_Danceable,Very_Fast,Neutral,0.10037878787878787,0.4583333333333333
878,0.149,0.71,255333,0.959,2.1e-05,1,0.336,-6.697,0,0.209,108.006,4.0,0.492,1,Apollo Throwdown (Star Slinger Remix),The Go! Team,0.68089,0.34931999999999996,-6.422423,0.142891,76.68426,0.5265,0.6732562128705172,0.12829216224458675,High,Very_Danceable,Medium,Neutral,204.7012732615083,6.3933333333333335
879,0.00727,0.582,302120,0.734,0.202,6,0.76,-6.987,0,0.0675,127.071,4.0,0.638,1,Boys Life,Small Black,0.42718799999999996,0.371316,-5.128458,0.00533618,73.955322,0.6063649999999999,0.5926509906379273,0.15899688217952626,High,Moderate,Fast,Neutral,0.33251231527093594,88.75453446191052
880,0.349,0.545,212147,0.507,2.92e-06,0,0.157,-7.534,0,0.0392,124.311,4.0,0.685,1,Dirt And Grime,Fathers Children,0.27631500000000003,0.3733250000000001,-3.819738,0.176943,67.74949500000001,0.4405,0.49928568318248273,0.35413418725221096,Medium,Moderate,Fast,Happy,39.08586926175567,1.4485714285714286
881,4.61e-06,0.479,230560,0.854,5.72e-05,11,0.372,-6.101,1,0.0405,136.067,4.0,0.55,1,Pedestrian at Best,Courtney Barnett,0.409066,0.26345,-5.210254,3.93694e-06,65.176093,0.514497695,0.6158054492861808,0.10756827449323976,High,Moderate,Fast,Neutral,38.30874006810443,850.081126009098
882,0.0175,0.564,220573,0.737,0.0,9,0.054,-4.079,1,0.0414,104.764,4.0,0.231,1,Middle,DJ Snake,0.4156679999999999,0.13028399999999998,-3.006223,0.012897500000000001,59.08689599999999,0.38875,0.5442872538956798,0.13184502388939717,High,Moderate,Medium,Sad,41.4,39.83783783783783
883,0.198,0.89,326318,0.52,0.273,2,0.0638,-6.927,0,0.187,114.959,4.0,0.717,1,Something About You - Extended Mix,Hayden James,0.46280000000000004,0.63813,-3.60204,0.10296000000000001,102.31351000000001,0.7045,0.6004391776305559,0.2932969401240215,Medium,Very_Danceable,Medium,Happy,0.6824817518248175,2.6130653266331656
884,0.00543,0.363,178772,0.755,0.00105,1,0.084,-6.654,0,0.12,114.407,4.0,0.736,1,Only You,Mac Demarco,0.274065,0.26716799999999996,-5.02377,0.00409965,41.529740999999994,0.546785,0.5020327828061335,0.1479983704381417,High,Not_Danceable,Medium,Happy,58.53658536585366,117.41835147744946
885,0.101,0.867,302880,0.669,0.683,9,0.0583,-7.897,0,0.0573,121.99,4.0,0.696,1,The One,ZHU,0.5800230000000001,0.603432,-5.283093,0.067569,105.76532999999999,0.731,0.6561071039781033,0.22115767002134792,Medium,Very_Danceable,Fast,Happy,0.08377192982456139,6.5588235294117645
886,0.612,0.59,219560,0.578,0.000162,10,0.0837,-5.798,0,0.0528,81.663,4.0,0.262,1,Way Down We Go,Kaleo,0.34101999999999993,0.15458,-3.351244,0.353736,48.181169999999995,0.12,0.45504668595067027,0.4004865304462743,Medium,Moderate,Slow,Sad,45.43889845094664,0.9429037520391517
887,0.000825,0.832,365747,0.496,0.825,11,0.114,-10.601,0,0.0597,117.741,4.0,0.854,1,Deeper Than Love,Colleen Green,0.412672,0.7105279999999999,-5.258096,0.00040919999999999997,97.960512,0.8425874999999999,0.5785139186961525,0.27292072532276096,Medium,Very_Danceable,Medium,Happy,0.07227602905569008,271.7808219178082
888,0.478,0.839,181260,0.585,0.00281,2,0.0435,-7.738,1,0.153,89.821,4.0,0.894,1,Back Pocket,Vulfpeck,0.49081499999999995,0.750066,-4.52673,0.27963,75.359819,0.6275000000000001,0.556238779509191,0.3732079902409271,Medium,Very_Danceable,Slow,Happy,40.15748031496063,1.221294363256785
889,0.0716,0.447,156467,0.416,0.00426,9,0.125,-12.181,0,0.0258,103.068,4.0,0.309,1,All I Wanna Do,The Beach Boys,0.185952,0.138123,-5.067296,0.0297856,46.071396,0.3422,0.39499031134334855,0.3392408661177188,Medium,Moderate,Medium,Sad,4.904942965779468,5.7300275482093666
890,0.0328,0.598,260400,0.657,2.72e-05,8,0.172,-7.466,1,0.0386,114.969,4.0,0.2,1,Water,Jamaican Queens,0.392886,0.1196,-4.905162000000001,0.021549600000000002,68.75146199999999,0.3826,0.5487919504836553,0.19804291958930564,Medium,Moderate,Medium,Sad,37.5778816199377,19.437869822485204
891,0.0664,0.643,335399,0.889,0.884,3,0.0904,-7.043,0,0.0499,131.999,4.0,0.658,1,You,Ejeca,0.571627,0.423094,-6.261227,0.0590296,84.875357,0.6173000000000001,0.6742307859786631,0.127609494764664,High,Moderate,Fast,Neutral,0.05638418079096045,13.189910979228486
892,0.00324,0.746,383107,0.613,0.672,7,0.167,-10.104,1,0.0475,125.317,4.0,0.627,1,Voodoo Ray - Danny Tenaglia Remix,A Guy Called Gerald,0.457298,0.467742,-6.193751999999999,0.00198612,93.486482,0.68488,0.603574632204286,0.22967337196299684,Medium,Very_Danceable,Fast,Neutral,0.07057949479940565,144.5754716981132
893,0.000624,0.906,311365,0.648,0.0857,11,0.272,-8.742,0,0.0734,123.98,4.0,0.646,1,Jack,Breach,0.587088,0.585276,-5.664816000000001,0.000404352,112.32588000000001,0.775688,0.665975568411558,0.20328902063637289,Medium,Very_Danceable,Fast,Neutral,0.8465974625144176,399.0147783251232
894,0.000334,0.907,183581,0.616,0.425,6,0.11,-7.073,0,0.0577,124.036,4.0,0.614,1,Jack,Breach,0.558712,0.556898,-4.356968,0.000205744,112.500652,0.7603329999999999,0.6557510963889149,0.1968924657924164,Medium,Very_Danceable,Fast,Neutral,0.13544600938967136,461.7691154422788
895,0.331,0.578,237672,0.633,0.0,8,0.635,-10.117,0,0.279,101.534,4.0,0.635,1,Mary Jane (Jamie Xx - Girl Remix),Jamie xx,0.365874,0.36702999999999997,-6.4040610000000004,0.20952300000000001,58.686652,0.44100000000000006,0.5080082890112282,0.3323921927416895,Medium,Moderate,Medium,Neutral,279.0,1.9066265060240963
896,0.00431,0.808,362282,0.916,0.598,10,0.0445,-4.54,1,0.0635,121.99,4.0,0.69,1,Chunky - Club Mix,Format:B,0.7401280000000001,0.55752,-4.15864,0.0039479599999999995,98.56792,0.746845,0.71877377064477,0.07246807868252512,High,Very_Danceable,Fast,Happy,0.10601001669449082,172.50470809792844
897,0.0252,0.745,272677,0.894,0.878,8,0.137,-4.721,0,0.0448,127.99,4.0,0.49,1,One Who Lost,DJ Dodger Stadium,0.66603,0.36505,-4.220574,0.0225288,95.35255,0.6049,0.7021041491710989,0.08860473721663105,High,Very_Danceable,Fast,Neutral,0.05096700796359499,34.12213740458015
898,0.0125,0.634,405933,0.858,0.84,1,0.0984,-11.661,1,0.0417,123.991,4.0,0.233,1,Delorean Dynamite,Todd Terje,0.543972,0.14772200000000002,-10.005137999999999,0.010725,78.610294,0.42725,0.645330285216634,0.1669213683033445,High,Moderate,Fast,Sad,0.04958382877526754,63.55555555555555
899,0.198,0.603,145773,0.921,0.00035,5,0.133,-3.555,0,0.0931,122.978,4.0,0.814,1,Do You Want a Man - Heaven & Hell Remix,William Onyeabor,0.555363,0.49084199999999995,-3.2741550000000004,0.18235800000000002,74.155734,0.6094999999999999,0.6540277285309944,0.1253515299379892,High,Moderate,Fast,Happy,68.96296296296296,4.628140703517588
900,0.00166,0.587,205307,0.841,0.53,11,0.117,-5.079,0,0.0476,142.95,4.0,0.696,1,Celebrando,CLUBZ,0.49366699999999997,0.40855199999999997,-4.271439,0.00139606,83.91165,0.64067,0.6608523374078566,0.10206405814780928,High,Moderate,Very_Fast,Happy,0.0896421845574388,316.16541353383457
901,0.0289,0.93,204992,0.483,0.00244,3,0.103,-9.925,1,0.0411,120.022,4.0,0.577,1,No Eyes (Radio Edit),Claptone,0.44919000000000003,0.53661,-4.793775,0.0139587,111.62046000000001,0.7390500000000001,0.6112814064881341,0.27974037816407443,Medium,Very_Danceable,Fast,Neutral,11.94767441860465,16.153846153846153
902,0.0124,0.585,264000,0.62,0.0164,6,0.135,-9.075,1,0.0538,80.021,4.0,0.715,1,Fanfare,Magic City Hippies,0.36269999999999997,0.41827499999999995,-5.626499999999999,0.0076879999999999995,46.812284999999996,0.6437999999999999,0.4641880501384094,0.21993286571109075,Medium,Moderate,Slow,Happy,3.091954022988505,46.268656716417915
903,0.0245,0.803,316373,0.427,0.405,8,0.0953,-10.819,1,0.0509,118.008,4.0,0.451,1,Dorothy,Polo & Pan,0.342881,0.36215300000000006,-4.619713,0.0104615,94.760424,0.61475,0.5463662872072409,0.30602851479109483,Medium,Very_Danceable,Medium,Neutral,0.12536945812807881,16.745098039215684
904,0.411,0.757,199200,0.868,0.00221,9,0.355,-9.326,1,0.062,138.923,4.0,0.787,1,Long Cool Woman (In A Black Dress) - 1999 Remastered Version,The Hollies,0.657076,0.595759,-8.094968,0.35674799999999995,105.164711,0.5665,0.7186907094647134,0.2726844566432855,High,Very_Danceable,Fast,Happy,19.314641744548286,2.1067961165048543
905,0.157,0.729,267000,0.818,0.285,2,0.195,-9.992,1,0.0732,125.811,4.0,0.909,1,Bang A Gong [Get It On] (Remastered Single/LP Version),T. Rex,0.5963219999999999,0.6626610000000001,-8.173456,0.12842599999999998,91.71621900000001,0.7404999999999999,0.6672016111473983,0.21145481345938802,High,Very_Danceable,Fast,Happy,0.25594405594405595,5.177215189873418
906,2.6e-05,0.76,272082,0.669,0.076,11,0.0666,-8.583,1,0.0521,122.007,4.0,0.683,1,Paris Groove (Original Mix),Boston Bun,0.50844,0.5190800000000001,-5.742027,1.7394e-05,92.72532000000001,0.721487,0.6204734844950391,0.19447334085595194,Medium,Very_Danceable,Fast,Happy,0.6766233766233767,652.046783625731
907,0.000885,0.79,312000,0.427,0.446,11,0.0514,-11.361,0,0.0541,116.986,4.0,0.961,1,Nothing,HNNY,0.33733,0.75919,-4.851147,0.000377895,92.41894,0.8750574999999999,0.5400462349538118,0.3036666580258209,Medium,Very_Danceable,Medium,Happy,0.12102908277404922,226.52519893899205
908,0.207,0.786,206081,0.963,0.0012,9,0.169,-2.84,0,0.127,94.63,4.0,0.9,1,Hey DJ,Worlds Famous Supreme Team,0.756918,0.7074,-2.73492,0.199341,74.37918,0.7394999999999999,0.6739205778980436,0.10708305377655787,High,Very_Danceable,Medium,Happy,57.727272727272734,4.6298076923076925
909,0.242,0.708,196000,0.441,0.000147,11,0.0899,-12.931,1,0.196,125.191,4.0,0.717,1,Tighten Up - Pt. 1,Archie Bell & The Drells,0.312228,0.507636,-5.702571,0.106722,88.635228,0.5914999999999999,0.5333296942552331,0.3953318084781945,Medium,Very_Danceable,Fast,Happy,170.8805579773322,1.8148148148148149
910,0.643,0.729,261853,0.666,0.135,5,0.0947,-10.721,1,0.0525,109.554,4.0,0.872,1,Ohye Atar Gyan,Ebo Taylor,0.485514,0.635688,-7.140186000000001,0.428238,79.864866,0.479,0.5849321171969768,0.43153227610043715,Medium,Very_Danceable,Medium,Happy,0.38602941176470584,1.03416149068323
911,0.312,0.76,370813,0.636,0.534,8,0.0622,-11.605,1,0.0902,99.223,4.0,0.682,1,Heaven,Ebo Taylor,0.48336,0.51832,-7.380780000000001,0.198432,75.40948,0.5650000000000001,0.5651824826599484,0.3401854223848734,Medium,Very_Danceable,Medium,Happy,0.1685981308411215,2.0319488817891376
912,0.847,0.661,128053,0.76,0.334,9,0.137,-9.509,1,0.0918,111.165,4.0,0.975,1,I'm Walkin' - 2002 Digital Remaster,Fats Domino,0.50236,0.644475,-7.22684,0.64372,73.48006500000001,0.3945000000000001,0.5967304904979628,0.45587811324590827,High,Moderate,Medium,Happy,0.2740298507462687,0.8962264150943396
913,0.00428,0.704,405560,0.895,0.28,10,0.267,-7.81,1,0.0647,118.662,4.0,0.865,1,"Bizarre Love Triangle - Shep Pettibone 12"" Remix",New Order,0.63008,0.60896,-6.989949999999999,0.0038306,83.538048,0.7823599999999999,0.6706376317999441,0.11269992070753275,High,Very_Danceable,Medium,Happy,0.23024911032028464,169.50757575757575
914,0.0154,0.606,195307,0.913,0.905,9,0.326,-7.865,1,0.0417,146.15,4.0,0.82,1,Dreams Never End - 2015 Remastered Version,New Order,0.553278,0.49692,-7.180745000000001,0.0140602,88.5669,0.7052999999999999,0.6974063170663433,0.11096570092507878,High,Moderate,Very_Fast,Happy,0.04602649006622517,55.67073170731707
915,0.00207,0.587,546467,0.915,0.579,4,0.136,-8.307,0,0.0404,128.004,4.0,0.539,1,Plastic - Extended Mix,New Order,0.5371049999999999,0.316393,-7.600905000000001,0.00189405,75.138348,0.5619649999999999,0.6564646978321047,0.11034894073396362,High,Moderate,Fast,Neutral,0.06965517241379311,298.0456026058632
